Verbatim,country,Disease,Test,Diagnosed,Treatment,Emotional words,Anger ,Rage ,Mad ,Irritated,Disgust,Nausea ,Sickened ,Revulsion ,Fear ,Terror ,Scared ,Panic ,Anxiety ,Dread ,Nervous ,Worry ,Sad ,Grief ,Lonely ,Empty ,Desire ,Wanting ,Craving ,Longing ,Relaxation ,Easygoing ,Chilled out ,Calm ,Happy ,Satisfaction ,Enjoyment ,Liking ,Sentiment,Optimism_effect,Negativity_bias,Projection_bias,Pessimism_bias,Survivorship_bias,Hindsight_bias,Framing_effect,Distinction_bias,Decoy_effect,Imaginability_bias,Gamblers_fallacy,Time_discounting,Status_quo_bias,Omission_bias,Regret_avoidance,Sunk_cost_fallacy,Base_rate_fallacy,Fundamental_attribution_error,Confirmation_bias,Authority_bias,False_consensus_effect,Dunning_Kruger_effect,Hueristic,Attitude,Norm,Control,Intention,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Intention_Type,intent,intent valence,Verbatim Index,belief,start,end,belief type,belief cluster
@sharonf73967905 @Phinn562 @dotrocka1 @LisaMarieBoothe Nah. I have COPD..history of stroke..asthma and chronic bronchitis. I've had head colds that were worse than The cough cough!,us,copd,No,No,No,"stroke, asthma, worse, cough, cough",0.383331141,0.796276268,0.066588773,0.478012722,0.696420647,0.58323578,0.532725238,0.948784456,0.564377402,0.171499874,0.331359699,0.715201543,0.000760175,0.263184186,0.612655615,0.51202478,0.692121143,0.185851905,0.442550063,0.152783488,0.072014092,0.010785084,0.271756803,0.830599075,0.013070513,0.769656379,0.533030747,0.912695214,0.555969249,0.258734449,0.913658136,0.506788897,0.545185648,0.726696372,0.490710765,0.30160886,0.783932686,0.55325079,0.703519404,0.424849302,0.43750155,0.398715854,0.32070896,0.533977091,0.464849144,0.76876086,0.636078417,0.492423952,0.606633246,0.32070896,0.472144395,0.254954457,0.407491386,0.261986911,0.350906968,Representativeness,0.016004596,0.294582248,0.401741654,0.945498109,0.656538188,0.003729957,1.17E-12,0.229676619,0.999783039,to Treat,intent2,0.605052628,182,year and a half,605,620,control,control0
"@thegabecole @cathartic_dream I got J&J because Iâ€™m allergic to PEG in the mRNA vax but had a reaction to that as well & canâ€™t get a booster. I have lung disease, RA, narcolepsy, diabetes, neuro vascular issues, RBC issues, kidney issues, etc. Isolating since Feb 2020â€__Ÿ˜·â™¥ï¸è_Ÿ––",us,value_not_assigned,No,No,No,"allergic, disease, issues, issues, issues",0.761623034,0.27691981,0.472330386,0.26740373,0.048184433,0.484239237,0.688770545,0.087341974,0.400047282,0.727715603,0.044794696,0.831934631,0.546580599,0.900706501,0.245765119,0.530943164,0.608606952,0.617100909,0.916582425,0.184158307,0.410346355,0.695603485,0.307543144,0.528354546,0.042342833,0.369984843,0.197404915,0.697542202,0.249762971,0.997135584,0.917954505,0.806580701,0.201834764,0.735955596,0.570065379,0.291442335,0.708396852,0.636373341,0.765877426,0.513887286,0.406134248,0.454939365,0.355228573,0.562946737,0.461793959,0.681944907,0.652261436,0.548238873,0.675388396,0.355228573,0.511052012,0.187412605,0.405909896,0.235678464,0.412621051,Representativeness,-0.408321381,0.215533629,0.003190968,0.99981463,0.999969482,7.36E-06,0.894165576,0.000662131,0.840784371,to Treat,intent2,0.605052628,182,"a handbook for COPD people and that would be included in... I remember my doctor saying to me in the beginning, first time I was hospitalized,",116,258,attitude,attitude2
"@SisterMaryDande I donâ€™t think COPD or obesity would get me that third jab. Iâ€™ll age qualify, though. It is odd to me that lung impairments arenâ€™t qualifying. I hope the wait is not prolonged.",us,copd,No,No,No,"obesity, odd, hope",0.442298254,0.745463882,0.795503348,0.942500455,0.358694347,0.012783135,0.726681447,0.86917184,0.234712006,0.418995559,0.920793203,0.652827831,0.5582822,0.041097777,0.082461759,0.959046157,0.409445159,0.602641646,0.576868241,0.477281086,0.079075951,0.531867982,0.296188188,0.064420186,0.535022683,0.265487847,0.618313898,0.125659898,0.081594004,0.551454025,0.655217605,0.665795549,0.793023142,0.745567799,0.640619695,0.312345594,0.646654069,0.639849722,0.704793632,0.521640778,0.396657616,0.395488948,0.412402153,0.572709441,0.453973413,0.69410181,0.558729827,0.571371078,0.627453029,0.412402153,0.421115428,0.164348051,0.45483759,0.152158827,0.445402741,Representativeness,-0.09674459,0.340864241,0.200233459,0.991025686,0.984840214,0.005763447,8.56E-11,0.199621782,0.81823349,to Prescribe,intent2,0.584006735,183,,,,attitude,attitude2
"@bpherg @waynetlc Please don't pray for me, an atheist who doesn't believe in any God. Given that I have COPD, hypertension & postural hypotension , I already have 'issues'.",gb,copd,No,No,No,issues,0.578854035,0.288042049,0.352996829,0.720932366,0.023633485,0.705140729,0.994668178,0.847256372,0.120175498,0.13221765,0.389412804,0.39951995,0.982039192,0.197231226,0.101677272,0.484212446,0.966817188,0.344648125,0.686308342,0.589281644,0.621197936,0.897063029,0.827911408,0.467505141,0.676418834,0.995964103,0.228651457,0.804864678,0.599537011,0.558888844,0.296569654,0.11002389,0.419579157,0.717381299,0.556676328,0.290144324,0.710850656,0.584085286,0.697360635,0.452341408,0.401402026,0.395221531,0.340978205,0.526404798,0.444524437,0.710207641,0.600566864,0.509869993,0.611317515,0.340978205,0.457661957,0.191342205,0.399523646,0.21014227,0.382361025,Representativeness,-0.052194383,0.549356163,0.189809307,0.992642283,0.99946636,2.18E-06,8.67E-09,0.067811206,0.848444641,to Treat,intent2,0.85337911,184,", thank you."" Why didn't he explain to me? I didn't know what COPD was. I actually didn't know until I got it. I never understood. And that's why it's important that you want to explain to doctors how we feel people, they should know, because I don't think they understand and I think there should be earlier interventions",561,883,norm,norm2
"I developed diabetes and asthma as a child, and had to use a nebulizer as a child, then later in my childhood was given an insulin pump that lights the scanner up like a Christmas tree...",us,value_not_assigned,No,No,No,asthma,0.992552799,0.087369667,0.741304223,0.575048267,0.32172101,0.307858464,0.256323733,0.588139204,0.941481967,0.252304947,0.862008517,0.498768145,0.784995175,0.026939494,0.864960433,0.882664504,0.972824798,0.28207731,0.626811014,0.542344723,0.093404093,0.23600782,0.3079609,0.00624605,0.426556437,0.251730719,0.970375427,0.66121421,0.906822554,0.254172228,0.42394756,0.971226101,0.369999396,0.678404808,0.526980221,0.267955452,0.725477993,0.592697024,0.685842633,0.455919802,0.42713362,0.390157908,0.326925367,0.47980082,0.463603616,0.75960958,0.630939186,0.51547128,0.581711888,0.326925367,0.477448553,0.240159452,0.375828713,0.269650698,0.3677423,Social proof,0.410462052,0.480158389,0.452771932,-0.514153302,0.974022806,1.30E-08,0.144541711,0.999979258,1,to Prescribe,intent2,0.85337911,184,"'s important that you want to explain to doctors how we feel people, they should know, because I",709,805,control,control0
"@luxury_pizza @NathanMackBrown @RomTwit Because I was worried about them not approving the boosters. I have diabetes and asthma and Iâ€™m a teacher. I know the efficacy decreases after 6 months or so, so I decided to take things into my own hands by getting the other brand too. I figured it wouldnâ€™t hurt & could help.",us,value_not_assigned,No,No,No,"worried, [not] approving, asthma, could",0.166220511,0.077637817,0.481707277,0.034664328,0.12873169,0.7161224,0.234619895,0.989779979,0.698819868,0.91521322,0.531817226,0.233753365,0.004830082,0.764993415,0.001839308,0.460305076,0.897339581,0.5589794,0.329584284,0.587073031,0.54928642,0.614703319,0.890250373,0.694524692,0.402620281,0.339303284,0.427679315,0.416126997,0.08229264,0.509737828,0.894927743,0.463913789,0.465361143,0.674166977,0.503665745,0.300545454,0.760493398,0.539360881,0.653558433,0.434855103,0.438357949,0.391320527,0.303616464,0.515663743,0.456983536,0.756555319,0.591958225,0.475602299,0.556365848,0.303616464,0.4406569,0.287106335,0.460227132,0.302050382,0.374552161,Social proof,-0.297552615,0.36324507,0.301549256,0.999442518,0.999649525,6.64E-08,5.70E-08,0.039392237,0.003119571,to Prescribe,intent2,0.85337911,184,"was? I don't know. But if I had known earlier that exercise, which I've never done my whole life, makes a difference, would I have done it? Would I have stopped smoking earlier? I remember a pulmonologist many years ago saying to me, ""If you stop smoking, you can reverse the damage to your lungs now."" Hey, yo, I was however old, must have been in my forties. ""No, thank you."" Why didn't he explain to me? I didn't know what COPD was. I actually didn't know until I got",197,667,attitude,attitude2
@SusanCa47118908 How was your back destroyed? I have asthma & supposedly diabetes. Oh yeah depression. Iâ€™m so bored right now that Iâ€™m going to take half a Xanax & take a nap. I was up at 4 AM. My BESTIE got stabbed by a bum near the L station in her chest & he broke her arm. He was arrested.,us,value_not_assigned,No,No,No,"destroyed, asthma, depression, bored, broke",0.962615353,0.801523111,0.456998529,0.58504101,0.029892223,0.871179538,0.612778154,0.800126193,0.55578394,0.487414902,0.455109328,0.458819784,0.293827827,0.402846028,0.217389586,0.094607738,0.280516735,0.653129028,0.984553651,0.146054289,0.170710944,0.739432784,0.235167323,0.374735442,0.531505578,0.468999407,0.290487479,0.305608349,0.604171919,0.970892972,0.785553145,0.263517253,0.939130834,0.76666832,0.573396564,0.29577297,0.742659092,0.618474722,0.748641372,0.486623108,0.432004511,0.409619987,0.365649521,0.55587858,0.472465008,0.730660558,0.663083851,0.543536127,0.663349569,0.365649521,0.513778031,0.182718813,0.383335471,0.222915024,0.396510839,Representativeness,-0.000484079,0.390035719,0.046617426,0.974604547,0.995649636,1.34E-06,8.45E-09,0.996181428,0.830528915,to Treat,intent5,0.978596678,185,"that they would give to a person like me. That's the other thing. It's not one-size-fits-all. And I think that we need more options because different people react differently to different drugs. And the other thing is,",275,493,norm,norm0
I'm at a higher risk with Delta because I have asthma and diabetes. (Not related to each other.) No one seems to care about the 14 million people liked me who are in the same boat with time running out.,us,value_not_assigned,No,No,No,"risk, asthma, care, liked",0.722474315,0.833790371,0.328840971,0.457535055,0.289347784,0.079031305,0.597174978,0.363038552,0.661003956,0.196157606,0.650789444,0.714540886,0.62493947,0.59560146,0.636500426,0.089144023,0.360885942,0.303141713,0.926776408,0.28108056,0.761593511,0.667882157,0.105399165,0.241001738,0.885941075,0.691892547,0.999227406,0.74002662,0.129786753,0.709600478,0.244915216,0.693258267,0.317939046,0.702103257,0.519323349,0.257582456,0.710724294,0.583929658,0.721528232,0.455324858,0.415078372,0.38182649,0.324905217,0.490148246,0.451037914,0.68062526,0.656360388,0.496397853,0.62345612,0.324905217,0.535753965,0.207847983,0.347547114,0.283570379,0.390267998,Loss aversion,0.179444939,0.406151235,0.363537014,0.713202238,0.999989867,0.00050753,0.999998927,2.61E-06,0.945940733,to Treat,intent1,0.083979683,186,,,,attitude,attitude2
"I got the big 3: Asthma, obesity, healthcare worker! I hope I can get an appointment this week.",us,value_not_assigned,No,No,No,"asthma, obesity, hope",0.167594675,0.875746849,0.461254495,0.507590771,0.875083113,0.024207108,0.546265041,0.078495933,0.835253159,0.566639668,0.060824259,0.054196405,0.050124272,0.672347849,0.502841887,0.405483465,0.38748075,0.769729689,0.405314255,0.031796341,0.549981337,0.352192151,0.362951376,0.799930411,0.854076591,0.769173466,0.53566323,0.357035673,0.072342476,0.116030949,0.566111649,0.024224941,0.023050664,0.719173372,0.508517087,0.2651954,0.734166026,0.583838165,0.742573261,0.424338937,0.400099993,0.404434592,0.316127688,0.496596098,0.451525301,0.693119407,0.673898458,0.496481746,0.652175963,0.316127688,0.535926342,0.176204488,0.321270496,0.244407445,0.340081573,Loss aversion,0.105375156,0.18514879,-0.121968217,0.800813019,8.51E-05,0.999982119,0.080074161,0.080334388,4.58E-08,to Treat,intent2,0.930096481,187,medications because of the COPD,41,72,control,control0
"@KristenMavrique @waitng4thtdance @AEW Been double shotted for months, no complications and I have diabetes and asthma, stop spreading your bullshit lies, and stop listening to info wars, it's a dumb show made to manipulate idiots, surely you're not dumb right? You seem to have brain cells use them and trust science",gb,value_not_assigned,No,No,No,"[not] complications, asthma, bullshit, lies, dumb, manipulate, idiots, trust",0.273162516,0.384333961,0.560655663,0.741768633,0.675161915,0.809652187,0.719671862,0.23056718,0.254768262,0.349701642,0.231719554,0.259031647,0.210962057,0.995642946,0.285810405,0.618770975,0.354516179,0.327573952,0.983484129,0.568115003,0.239109546,0.751180557,0.727657504,0.770533102,0.850703473,0.460095766,0.281894427,0.839166793,0.260785319,0.755977011,0.551426984,0.462039457,0.635801431,0.743372381,0.534674644,0.306805313,0.766310453,0.59882772,0.716559768,0.424856752,0.426100761,0.407992721,0.356221527,0.552488923,0.465922743,0.748574376,0.668238938,0.480108023,0.637352705,0.356221527,0.510581136,0.20337531,0.386628032,0.218309328,0.359158456,Representativeness,0.112648137,0.618260026,0.448092759,0.939986348,0.997165382,7.43E-07,7.52E-06,0.999553382,0.997467875,to Treat,intent2,0.930096481,187,'m exhausted. And the big one,75,104,norm,norm2
@Jo_IsABitch Got my flu shot yesterday and scheduled my booster shot appointment this coming Wednesday. I have Type 2 Diabetes and Asthma so I know Iâ€™m at a higher risk. Thankful Iâ€™m fully vaccinated and Iâ€™m able to get the booster shot. Hope itâ€™ll become available to everyone soon,us,value_not_assigned,No,No,No,"flu, asthma, risk, thankful, hope",0.556695709,0.451443107,0.075592524,0.229571128,0.994567915,0.821078339,0.648330897,0.719282308,0.390539576,0.163816297,0.104054074,0.271927934,0.681997522,0.735565993,0.437481989,0.22694024,0.193004192,0.266382593,0.281673818,0.54941258,0.126141195,0.124082551,0.891020506,0.108831249,0.682366541,0.610159373,0.027779539,0.080046725,0.854148561,0.368650308,0.659445548,0.154414895,0.763897812,0.696924448,0.522524714,0.267284662,0.711173594,0.582692385,0.721727192,0.466410488,0.407482952,0.409687877,0.308198184,0.506222963,0.445519805,0.680219889,0.637224019,0.501400352,0.624483049,0.308198184,0.501179218,0.205691814,0.380236894,0.273482382,0.375614792,Representativeness,-0.149573699,0.316805363,0.23435913,0.995127439,0.998403728,1.51E-05,0.999313116,0.070511639,0.98150295,to Prescribe,intent2,0.930096481,187,"the medications because of the COPD. I'm exhausted. And the big one of course, which I leave for last, is I'm short of breath",37,162,norm,norm1
@POTUS ending the pandemic relief has left some of us in limbo Iâ€™ve been trying to get my SSI for years I have congestive heart failure emphysema diabetes etc. I need my SSI now I have nothing no food no way to pay my bills please give me my SSI I NEED HELP PLEASE !!!!!!,us,value_not_assigned,No,No,No,"relief, limbo, nothing, no, need",0.933546238,0.47557831,0.90069068,0.244783895,0.112483016,0.446060383,0.143042438,0.47071547,0.72991143,0.121215815,0.730867485,0.326052725,0.092065048,0.5367796,0.913468134,0.545187315,0.813819011,0.260802159,0.92745748,0.38259715,0.17629282,0.053387344,0.995240791,0.248309902,0.689792118,0.784035672,0.589082333,0.407320366,0.376895818,0.295182146,0.948204349,0.899782161,0.258997115,0.708414674,0.572481692,0.306049109,0.737219095,0.585903108,0.674792826,0.465303689,0.426760942,0.402293772,0.341093153,0.535310209,0.460566461,0.750555873,0.591945887,0.51277256,0.58954376,0.341093153,0.44517988,0.234546602,0.452221334,0.245671973,0.396471024,Representativeness,0.227413222,0.154754147,0.358645022,0.08166112,0.999017477,0.163926363,0.579744935,0.096121654,0.999999881,to Treat,intent1,0.681507744,188,the meds,17,25,control,control1
@opmrj Itâ€™s so interesting how some places consider teachers important for the booster & other places donâ€™t. This is the first time Iâ€™ve even been remotely grateful that I have diabetes & asthma so I can qualify that way too (hopefully).,us,value_not_assigned,No,No,No,"interesting, grateful, asthma, way, hopefully",0.484012078,0.464159835,0.484503878,0.373444741,0.614770377,0.068252397,0.963122973,0.037845752,0.014847,0.142376643,0.17185403,0.894931545,0.160326947,0.259634393,0.483538817,0.934001696,0.673163896,0.966239768,0.870018378,0.240357961,0.739237897,0.786188456,0.146856376,0.606224909,0.581502419,0.339911101,0.671208425,0.096694242,0.923795298,0.365177312,0.76173841,0.747700765,0.174784126,0.664644241,0.54280293,0.284620792,0.703512967,0.562483668,0.654379129,0.461636454,0.416461587,0.385172099,0.317541599,0.491522551,0.453651905,0.744086504,0.547876954,0.52546376,0.549984932,0.317541599,0.400866747,0.25516054,0.439945668,0.260935068,0.39119333,Social proof,0.091690227,0.506239176,0.261524469,0.937128305,0.182460979,8.38E-06,5.50E-09,0.633985221,0.122397192,to Prescribe,intent1,0.681507744,188,"on the meds, I think.",14,35,norm,norm0
"@Mamamia1823 @MH30505831 So my son and I with Type 1 diabetes and asthma (and myself a few other conditions) will never know if he was exposed. How does JA know who sat next to him, stood next to him in hallway or to wait for class, during the fire-drill, etcâ€_(we also drive him to and from JA).",ca,value_not_assigned,No,No,No,asthma,0.114031493,0.767614183,0.10730371,0.602638332,0.36127258,0.082310938,0.977827433,0.444700853,0.381220526,0.114575817,0.589427396,0.253092903,0.406343667,0.066090228,0.862373291,0.508563498,0.909319791,0.889450877,0.68323149,0.569551538,0.177293976,0.745949591,0.241853819,0.29266268,0.326027175,0.145547859,0.610470972,0.323371738,0.930058701,0.257377644,0.087441776,0.715958598,0.269493855,0.705252051,0.50570029,0.282355905,0.745166421,0.560889959,0.695633054,0.435873568,0.432538092,0.383930743,0.317298025,0.493364394,0.455263376,0.719218731,0.638068855,0.475923896,0.584884465,0.317298025,0.491660953,0.250084817,0.391468227,0.292553157,0.379672617,Representativeness,0.026120873,0.36825496,0.235102311,0.956548035,0.999246538,1.98E-08,0.000207556,1,0.999928713,to Prescribe,intent1,0.681507744,188,"it on the meds, I",11,28,norm,norm2
@pablo_diablo412 @Fart_Bartholmew @martilano @AP Exactlyâ€_..I had itâ€_.unvaxed â€_.got diabetesâ€_asthmaâ€_.People tell me I was lucky. How am I lucky if I did what 99% of what everyone else does. Survivedâ€_There is only the unlucky.,us,value_not_assigned,No,No,No,"asthma, lucky, survived, unlucky",0.007520233,0.403211912,0.962840578,0.789399063,0.955754276,0.27379999,0.560657786,0.761007975,0.336713417,0.691159215,0.792268725,0.442722193,0.515478038,0.664245927,0.09936599,0.842845445,0.692828432,0.391958703,0.223792691,0.902718997,0.314785244,0.899170885,0.233927114,0.348641529,0.205728391,0.120638657,0.290774762,0.132422213,0.366726283,0.168884199,0.628456663,0.657200308,0.275381746,0.717291415,0.571813583,0.317300647,0.787085295,0.624516308,0.726336479,0.47836566,0.454012841,0.462399751,0.341101289,0.527489424,0.500040829,0.813252926,0.649753571,0.54949075,0.616659582,0.341101289,0.478104681,0.277983099,0.447916627,0.28000775,0.384672403,Social proof,0.24755615,0.64473021,0.645797253,0.671788335,0.999995112,6.62E-07,0.998939693,2.03E-08,1,to Treat,intent1,0.681507744,188,think.,29,35,norm,norm2
"@DFisman This sickens me as the mom of a Type 1 diabetic/asthmatic young adult (19) diagnosed with both as a young child. I too have Type 1 diabetes, asthma and other health issues. It is 100% GENETIC in our caseâ€_we drew the short straw but our lives are not LESS valuable than others. _Ÿ_¬",ca,value_not_assigned,No,Yes,No,"diabetic, asthma, issues, [not] valuable",0.255674436,0.935164301,0.727839662,0.561814437,0.507097366,0.915327005,0.918163113,0.940842309,0.036244411,0.40590418,0.005395163,0.400565714,0.622687079,0.280440776,0.923895668,0.795169659,0.465092533,0.14226319,0.44539232,0.85315889,0.463601979,0.322965224,0.022194368,0.457611716,0.879310167,0.86166476,0.720253631,0.444128478,0.497327244,0.740627998,0.762594364,0.57960911,0.419612,0.671444893,0.495416582,0.258644313,0.731697559,0.565187991,0.710355163,0.438221753,0.419551134,0.405616969,0.284317672,0.456067502,0.450631142,0.704128563,0.650239766,0.47636652,0.592030048,0.284317672,0.514407873,0.243029997,0.359346509,0.315016329,0.3639884,Loss aversion,-0.015737096,0.520952404,0.198152468,0.986459613,0.999991179,1.52E-08,4.54E-06,0.999946356,1,to Prescribe,intent4,0.149965431,189,,,,norm,norm1
"Medical care in the prison is non-existent. I have fibromyalgia, lupus, hypertension, and asthma, and when I was inside, the â€˜treatmentâ€™ they gave me made everything way worse. Iâ€™m a high-risk pregnancy. Iâ€™m terrified, for myself and for my baby.â€ù _Ÿ˜”",us,value_not_assigned,No,No,Yes,"asthma, worse, risk, terrified",0.482483493,0.21880976,0.86841273,0.814494514,0.610734875,0.563557348,0.150542944,0.652151049,0.802282482,0.432862937,0.299179507,0.336714239,0.286444487,0.247654926,0.776411768,0.565378121,0.97752576,0.604012853,0.115899972,0.286875616,0.089243302,0.022052794,0.330255873,0.509340944,0.20091875,0.873744289,0.901350901,0.578538195,0.968831884,0.66104513,0.397791265,0.963499118,0.88793017,0.707695544,0.56752491,0.261942685,0.663173676,0.618608475,0.726084232,0.509398758,0.399782538,0.404621601,0.345917642,0.537272513,0.444511771,0.673049271,0.622011364,0.544492185,0.644828618,0.345917642,0.490858674,0.16644828,0.38067919,0.227557421,0.405233353,Representativeness,0.340649366,0.385577649,0.116068766,-0.183149233,0.999992251,1.35E-08,0.923246741,1,1,to Treat,intent1,0.026102784,190,,,,attitude,attitude1
"@dym44 No one but husband & I are vaccinated and all but 1 works w/the public. I have COPD, diabetes over 60 & a few lbs. overweight. I can't take the chance with anyone.",us,copd,No,No,No,overweight,0.650015374,0.49673723,0.962485104,0.248196665,0.645306274,0.265198278,0.913848965,0.186204675,0.684848182,0.403356642,0.831419062,0.720236089,0.420833715,0.931869872,0.981632039,0.673017669,0.106419794,0.424501257,0.41379945,0.656200752,0.234961821,0.472045611,0.010481944,0.074478422,0.895453348,0.182593508,0.265357131,0.537929264,0.861004271,0.349937705,0.153693096,0.825742173,0.844910035,0.723692179,0.522342324,0.274962634,0.741565645,0.616569281,0.767707884,0.46028173,0.410177141,0.447690248,0.323767185,0.508161187,0.464376003,0.686340392,0.694112837,0.503853321,0.667132914,0.323767185,0.559408426,0.202790961,0.34998256,0.27743873,0.377832681,Representativeness,-0.185381457,0.457896352,0.128366888,0.998358071,0.999928832,8.48E-06,1.14E-09,0.843884349,0.999989271,to Prescribe,intent2,0.184650429,191,,,,attitude,attitude1
"@robbystarbuck I have asthma and heart disease, both make breathing hard. When my company had a mask mandate, a HR rep came up to me and had me remove it because I was having so much difficulty breathing. Mandate is gone, but I still wear a mask for short periods but have trouble with long.",us,value_not_assigned,No,No,No,"asthma, hard, difficulty, trouble",0.576485873,0.375966645,0.853347147,0.716166222,0.427585312,0.729824861,0.888089939,0.427786235,0.970675553,0.407247721,0.29358136,0.797071409,0.000383617,0.309986776,0.995779639,0.372084503,0.7750282,0.27899305,0.956443848,0.025832961,0.294714748,0.796540854,0.384382323,0.95910684,0.999511765,0.669179034,0.60635262,0.698966426,0.06686996,0.058264671,0.544907174,0.040757093,0.630846722,0.730418921,0.577074349,0.278981209,0.675462723,0.626480162,0.74098897,0.498932958,0.399216175,0.414069712,0.360047519,0.52780503,0.452367932,0.669080019,0.637074888,0.542205215,0.648571849,0.360047519,0.496305108,0.161314026,0.369704843,0.214006916,0.40108338,Representativeness,0.180974454,0.697574198,0.224950522,0.901677966,0.999943376,9.30E-07,4.75E-10,0.052609634,0.999894857,to Treat,intent2,0.950896605,192,"n't have any salt. Everything has salt, what am I going to eat",197,259,control,control0
"Btw I hesitated to claim being disabled for a really long time in fear that others would tell me Iâ€™m not disabled enough but for the record I have LD, diabetes, asthma, sleep aponea & weird lower back pain & im also tired of pretending these things donâ€™t affect my everyday life.",us,value_not_assigned,No,No,No,"disabled, in, [not] disabled, [not] enough, asthma, weird, pain, tired, pretending",0.193804762,0.920561871,0.177482777,0.326487121,0.374598991,0.063781725,0.853587369,0.898300192,0.037320957,0.818554337,0.235683452,0.122543449,0.99769421,0.622845648,0.900440525,0.311990681,0.354379851,0.168824639,0.61730579,0.357433075,0.256280217,0.865134729,0.625249003,0.548029563,0.154360831,0.294478251,0.680644094,0.108422384,0.623140412,0.733222344,0.446497897,0.237550312,0.002185202,0.718027174,0.57147485,0.305477172,0.729050636,0.567681134,0.656636119,0.455368251,0.428381324,0.364538968,0.348283917,0.525735199,0.461198092,0.746350706,0.567277312,0.516388357,0.577226877,0.348283917,0.427288562,0.232118636,0.45497641,0.237586573,0.401962787,Representativeness,0.420226246,0.490145475,0.294579059,-0.518886626,0.999909043,5.11E-06,0.220439225,5.80E-06,0.999456704,to Prescribe,intent2,0.950896605,192,"not just, """,76,87,control,control1
@DrSelvarajah Excellent advice. I have all three as I have hypertension and asthma.,gb,value_not_assigned,No,No,No,"excellent, asthma",0.314046419,0.544979486,0.349235309,0.960154943,0.894188012,0.858643689,0.568699011,0.08679627,0.648428457,0.290200933,0.51526425,0.635116498,0.366790695,0.767530387,0.775261941,0.277058566,0.183818627,0.460767492,0.723819835,0.008970594,0.329992195,0.511644623,0.657143709,0.007493195,0.547312939,0.483191544,0.599849783,0.445714312,0.366831924,0.272125105,0.325127555,0.05393411,0.269909394,0.710312247,0.47586301,0.291190207,0.757566512,0.550905645,0.711801469,0.382794797,0.389860183,0.410167992,0.313845575,0.514487743,0.439253777,0.702131569,0.641207218,0.452173412,0.621901572,0.313845575,0.494581908,0.212665156,0.364629596,0.234277308,0.334736347,Representativeness,-0.195718437,0.467588902,0.021132302,0.998701334,0.99998796,0.000968906,0.492838502,0.932235777,0.999527752,to Prescribe,intent4,0.926098553,193,"they're on meds that they have no clue what their meds are doing. They're just hear, ""Take this, take that, take this."" So that's my hobby, where I'm always trying to help other people",55,239,attitude,attitude0
"So appalling when people talk about other humans with â€œunderlying conditionsâ€ù like theyâ€™re kind of unimaginable and perhaps disposable anyway. I know kids with asthma and diabetes, young moms with cancer and MS, a beloved friend with a heart condition.",ca,value_not_assigned,No,No,No,"appalling, asthma, cancer, beloved",0.350416013,0.626014232,0.403563689,0.497890182,0.425324544,0.708177057,0.595206943,0.403396209,0.474135563,0.772494088,0.053673209,0.60715592,0.029550564,0.022095908,0.764047199,0.310977506,0.301606044,0.579168771,0.061055773,0.516071466,0.055300872,0.342679925,0.457783545,0.689050153,0.341347023,0.635961714,0.085181,0.629949114,0.566610095,0.283555585,0.035137397,0.15760392,0.689337102,0.710798025,0.569351077,0.297494859,0.722826123,0.603980839,0.694273412,0.478019536,0.425909281,0.398223698,0.361802161,0.547884405,0.464851379,0.736228883,0.611070871,0.52357024,0.613083184,0.361802161,0.476368546,0.2289204,0.439382315,0.249268502,0.415901631,Representativeness,0.05756373,0.304462969,0.093582705,0.92199713,0.999821424,7.99E-07,0.070288345,0.000829785,0.955691814,to Prescribe,intent4,0.926098553,193,". They're just hear, ""Take this, take that, take this."" So that's my hobby, where I'm always trying to help",119,226,norm,norm1
@swanny31176 @RealCandaceO I can't catch your asthma or diabetes.,us,value_not_assigned,No,No,No,,0.424148643,0.493964952,0.406306089,0.309941574,0.356528632,0.776986336,0.183419854,0.711075979,0.807782972,0.528414007,0.041107786,0.893983174,0.792108055,0.146859331,0.590771834,0.727768613,0.578440535,0.707740572,0.141063984,0.744436055,0.618271864,0.281077006,0.946325286,0.203204969,0.643591576,0.936046197,0.818193825,0.112239124,0.183769986,0.921902868,0.989816124,0.945554255,0.667335825,0.69333303,0.424518913,0.290384382,0.782331586,0.510728657,0.683592737,0.360407084,0.408578128,0.393545121,0.288860738,0.516170681,0.435165048,0.722000718,0.642463744,0.416208923,0.595681071,0.288860738,0.490087241,0.251727611,0.377791643,0.273798794,0.323130906,Representativeness,-0.275836676,0.615512252,0.26420477,0.999721766,0.999552906,0.000100563,8.69E-10,0.070992321,0.858441174,to Treat,intent4,0.926098553,193,"But a lot of patients come in and they have no clue or they're on meds that they have no clue what their meds are doing. They're just hear, """,0,141,control,control2
